Book,Page,Chapter Name,POV,Character,Gender,Alive?,Title,Forename,Surname,Old Surname,Alias,Regnal No
A Clash of Kings,906,Appendix,N/A,Alys Frey,F,D,,Alys,Frey,,,
A Clash of Kings,906,Appendix,N/A,Ser Tytos Frey,M,D,Ser,Tytos,Frey,,,
A Clash of Kings,906,Appendix,N/A,Zhoe Frey (Blanetree),F,A,,Zhoe,Frey,Blanetree,,
A Clash of Kings,906,Appendix,N/A,Zia Frey,F,A,,Zia,Frey,,,
A Clash of Kings,906,Appendix,N/A,Zachery Frey,M,A,,Zachery,Frey,,,
A Clash of Kings,907,Appendix,N/A,Kyra Goodbrook (Frey),F,A,,Kyra,Goodbrook,Frey,,
A Clash of Kings,907,Appendix,N/A,Walder Goodbrook,M,A,,Walder,Goodbrook,,,
A Clash of Kings,907,Appendix,N/A,Jeyne Goodbrook,F,A,,Jeyne,Goodbrook,,,
A Clash of Kings,907,Appendix,N/A,Septon Luceon (Frey),M,A,Septon,Luceon,,Frey,,
A Clash of Kings,907,Appendix,N/A,Lady Amarei Frey (Crakehall),F,D,Lady,Amarei,Frey,Crakehall,,
A Clash of Kings,907,Appendix,N/A,Bellena Frey (Hawick),F,A,,Bellena,Frey,Hawick,,
A Clash of Kings,907,Appendix,N/A,Ser Arwood Frey,M,A,Ser,Arwood,Frey,,,
A Clash of Kings,907,Appendix,N/A,Ryella Frey (Royce),F,A,,Ryella,Frey,Royce,,
A Clash of Kings,907,Appendix,N/A,"Ryella Frey, Daughter of Arwood",F,A,,Ryella,Frey,,Daughter of Arwood,
A Clash of Kings,907,Appendix,N/A,Androw Frey,M,A,,Androw,Frey,,,
A Clash of Kings,907,Appendix,N/A,Alyn Frey,M,A,,Alyn,Frey,,,
A Clash of Kings,907,Appendix,N/A,Lady Lythene Vypren (Frey),F,A,Lady,Lythene,Vypren,Frey,,
A Clash of Kings,907,Appendix,N/A,Lucias Vypren,M,A,,Lucias,Vypren,,,
A Clash of Kings,907,Appendix,N/A,Elyana Wylde (Vypren),F,A,,Elyana,Wylde,Vypren,,
A Clash of Kings,907,Appendix,N/A,Jon Wylde,M,A,,Jon,Wylde,,,
A Clash of Kings,907,Appendix,N/A,Rickard Wylde,M,A,,Rickard,Wylde,,,
A Clash of Kings,907,Appendix,N/A,Ser Damon Vypren,M,A,Ser,Damon,Vypren,,,
A Clash of Kings,907,Appendix,N/A,Symond Frey,M,D,,Symond,Frey,,,
A Clash of Kings,907,Appendix,N/A,"Betharios Frey, Of Braavos",F,A,,Betharios,Frey,,Of Braavos,
A Clash of Kings,907,Appendix,N/A,Alesander Frey,M,A,,Alesander,Frey,,,
A Clash of Kings,907,Appendix,N/A,Alyx Frey,F,A,,Alyx,Frey,,,
A Clash of Kings,907,Appendix,N/A,Bradamar Frey,M,A,,Bradamar,Frey,,,
A Clash of Kings,907,Appendix,N/A,Oro Tendyris,M,A,,Oro,Tendyris,,,
A Clash of Kings,907,Appendix,N/A,Wynafrei Frey (Whent),F,A,,Wynafrei,Frey,Whent,,
A Clash of Kings,907,Appendix,N/A,Lady Mariya Frey (Darry),F,A,Lady,Mariya,Frey,Darry,,
A Clash of Kings,907,Appendix,N/A,"Amerei Frey, Gatehouse Ami",F,A,,Amerei,Frey,,Gatehouse Ami,
A Clash of Kings,907,Appendix,N/A,"Ser Pate, Of the Blue Fork, Of Sevenstreams",M,D,Ser,Pate,,,"Of the Blue Fork, Of Sevenstreams",
A Clash of Kings,907,Appendix,N/A,"Walda Frey, Fat Walda, Daughter of Merrett",F,A,,Walda,Frey,,"Fat Walda, Daughter of Merrett",
A Clash of Kings,907,Appendix,N/A,Marissa Frey,F,A,,Marissa,Frey,,,
A Clash of Kings,907,Appendix,N/A,Ser Geremy Frey,M,D,Ser,Geremy,Frey,,,
A Clash of Kings,907,Appendix,N/A,Carolei Frey (Waynwood),F,A,,Carolei,Frey,Waynwood,,
A Clash of Kings,907,Appendix,N/A,Sandor Frey,M,A,,Sandor,Frey,,,
A Clash of Kings,907,Appendix,N/A,Cynthea Frey,F,A,,Cynthea,Frey,,,
A Clash of Kings,908,Appendix,N/A,Ser Raymund Frey,M,A,Ser,Raymund,Frey,,,
A Clash of Kings,908,Appendix,N/A,Beony Frey (Beesbury),F,A,,Beony,Frey,Beesbury,,
A Clash of Kings,908,Appendix,N/A,"Robert Frey, Son of Raymund",M,A,,Robert,Frey,,Son of Raymund,
A Clash of Kings,908,Appendix,N/A,Malwyn Frey,M,A,,Malwyn,Frey,,,
A Clash of Kings,908,Appendix,N/A,Serra Frey,F,A,,Serra,Frey,,,
A Clash of Kings,908,Appendix,N/A,Sarra Frey,F,A,,Sarra,Frey,,,
A Clash of Kings,908,Appendix,N/A,"Cersei Frey, Little Bee",F,A,,Cersei,Frey,,Little Bee,
A Clash of Kings,908,Appendix,N/A,Lady Alyssa Frey (Blackwood),F,D,Lady,Alyssa,Frey,Blackwood,,
A Clash of Kings,908,Appendix,N/A,"Lothar Frey, Lame Lothar",M,A,,Lothar,Frey,,Lame Lothar,
A Clash of Kings,908,Appendix,N/A,Leonella Frey (Lefford),F,A,,Leonella,Frey,Lefford,,
A Clash of Kings,908,Appendix,N/A,Tysane Frey,F,A,,Tysane,Frey,,,
A Clash of Kings,908,Appendix,N/A,"Walda Frey, Daughter of Lothar",F,A,,Walda,Frey,,Daughter of Lothar,
A Clash of Kings,908,Appendix,N/A,Emberlei Frey,F,A,,Emberlei,Frey,,,
A Clash of Kings,908,Appendix,N/A,Sallei Frey (Paege),F,A,,Sallei,Frey,Paege,,
A Clash of Kings,908,Appendix,N/A,Dickon Frey,M,A,,Dickon,Frey,,,
A Clash of Kings,908,Appendix,N/A,Mathis Frey,M,A,,Mathis,Frey,,,
A Clash of Kings,908,Appendix,N/A,Ser Whalen Frey,M,A,Ser,Whalen,Frey,,,
A Clash of Kings,908,Appendix,N/A,Sylwa Frey (Paege),F,A,,Sylwa,Frey,Paege,,
A Clash of Kings,908,Appendix,N/A,Hoster Frey,M,A,,Hoster,Frey,,,
A Clash of Kings,908,Appendix,N/A,Ser Damon Paege,M,A,Ser,Damon,Paege,,,
A Clash of Kings,908,Appendix,N/A,"Merianne Frey, Merry",F,A,,Merianne,Frey,,Merry,
A Clash of Kings,908,Appendix,N/A,Lady Morya Brax (Frey),F,A,Lady,Morya,Brax,Frey,,
A Clash of Kings,908,Appendix,N/A,"Robert Brax, Son of Flement",M,A,,Robert,Brax,,Son of Flement,
A Clash of Kings,908,Appendix,N/A,Walder Brax,M,A,,Walder,Brax,,,
A Clash of Kings,908,Appendix,N/A,Jon Brax,M,A,,Jon,Brax,,,
A Clash of Kings,908,Appendix,N/A,"Tyta Frey, The Maid",F,A,,Tyta,Frey,,The Maid,
A Clash of Kings,908,Appendix,N/A,Lady Sarya Frey (Whent),F,D,Lady,Sarya,Frey,Whent,,
A Clash of Kings,908,Appendix,N/A,Lady Bethany Frey (Rosby),F,D,Lady,Bethany,Frey,Rosby,,
A Clash of Kings,908,Appendix,N/A,Ser Benfrey Frey,M,D,Ser,Benfrey,Frey,,,
A Clash of Kings,908,Appendix,N/A,Jyanna Frey,F,A,,Jyanna,Frey,,,
A Clash of Kings,909,Appendix,N/A,"Della Frey, Deaf Della",F,A,,Della,Frey,,Deaf Della,
A Clash of Kings,909,Appendix,N/A,Osmund Frey,M,A,,Osmund,Frey,,,
A Clash of Kings,909,Appendix,N/A,Maester Willamen (Frey),M,A,Maester,Willamen,,Frey,,
A Clash of Kings,909,Appendix,N/A,Roslin Frey,F,A,,Roslin,Frey,,,
A Clash of Kings,909,Appendix,N/A,Lady Annara Frey (Farring),F,D,Lady,Annara,Frey,Farring,,
A Clash of Kings,909,Appendix,N/A,Arwyn Frey,F,A,,Arwyn,Frey,,,
A Clash of Kings,909,Appendix,N/A,Wendel Frey,M,A,,Wendel,Frey,,,
A Clash of Kings,909,Appendix,N/A,Colmar Frey,M,A,,Colmar,Frey,,,
A Clash of Kings,909,Appendix,N/A,Shirei Frey,F,A,,Shirei,Frey,,,
A Clash of Kings,909,Appendix,N/A,Lady Joyeuse Frey (Erenford),F,A,Lady,Joyeuse,Frey,Erenford,,
A Clash of Kings,909,Appendix,N/A,Ser Aemon Rivers,M,A,Ser,Aemon,Rivers,,,
A Clash of Kings,909,Appendix,N/A,Walda Rivers,F,A,,Walda,Rivers,,,
A Clash of Kings,909,Appendix,N/A,Maester Melwys (Rivers),M,A,Maester,Melwys,,Rivers,,
A Clash of Kings,909,Appendix,N/A,Jeyne Rivers,F,A,,Jeyne,Rivers,,,
A Clash of Kings,909,Appendix,N/A,Ronel Rivers,M,A,,Ronel,Rivers,,,
A Clash of Kings,909,Appendix,N/A,Mellara Rivers,F,A,,Mellara,Rivers,,,
A Clash of Kings,910,Appendix,N/A,Ser Aladale Wynch,M,D,Ser,Aladale,Wynch,,,
A Clash of Kings,910,Appendix,N/A,Elron,M,A,,Elron,,,,
A Clash of Kings,911,Appendix,N/A,Cugen,M,A,,Cugen,,,,
A Storm of Swords,2,Prologue,Chett,"Paul, Small Paul",M,D,,Paul,,,Small Paul,
A Storm of Swords,2,Prologue,Chett,Blane,M,U,,Blane,,,,
A Storm of Swords,2,Prologue,Chett,Grubbs,M,D,,Grubbs,,,,
A Storm of Swords,2,Prologue,Chett,Aethan,M,U,,Aethan,,,,
A Storm of Swords,2,Prologue,Chett,Bannen,M,D,,Bannen,,,,
A Storm of Swords,2,Prologue,Chett,Softfoot,M,D,,Softfoot,,,,
A Storm of Swords,3,Prologue,Chett,"Kedge, Whiteye",M,U,,Kedge,,,Whiteye,
A Storm of Swords,3,Prologue,Chett,Goady,M,A,,Goady,,,,
A Storm of Swords,4,Prologue,Chett,"Donnel Hill, Sweet Donnel",M,A,,Donnel,Hill,,Sweet Donnel,
A Storm of Swords,5,Prologue,Chett,Dirk,M,D,,Dirk,,,,
A Storm of Swords,5,Prologue,Chett,"Karl, Clubfoot Karl",M,D,,Karl,,,Clubfoot Karl,
A Storm of Swords,6,Prologue,Chett,"Ollo, Lophand",M,D,,Ollo,,,Lophand,
A Storm of Swords,7,Prologue,Chett,"Bessa, Of Hag's Mire",F,D,,Bessa,,,Of Hag's Mire,
A Storm of Swords,12,Prologue,Chett,Sawwood,M,U,,Sawwood,,,,
A Storm of Swords,12,Prologue,Chett,Maslyn,M,D,,Maslyn,,,,
A Storm of Swords,51,Arya I,Arya Stark,Iggo,M,D,,Iggo,,,,
A Storm of Swords,78,Sansa I,Sansa Stark,"Ser Kennos, Of Kayce",M,A,Ser,Kennos,,,Of Kayce,
A Storm of Swords,80,Sansa I,Sansa Stark,"Arryk, Left/Right",M,A,,Arryk,,,Left/Right,
A Storm of Swords,80,Sansa I,Sansa Stark,"Erryk, Left/Right",M,A,,Erryk,,,Left/Right,
A Storm of Swords,80,Sansa I,Sansa Stark,Megga Tyrell,F,A,,Megga,Tyrell,,,
A Storm of Swords,80,Sansa I,Sansa Stark,Alla Tyrell,F,A,,Alla,Tyrell,,,
A Storm of Swords,80,Sansa I,Sansa Stark,Elinor Tyrell,F,A,,Elinor,Tyrell,,,
A Storm of Swords,80,Sansa I,Sansa Stark,Lady Leonette Tyrell (Fossoway),F,A,Lady,Leonette,Tyrell,Fossoway,,
A Storm of Swords,80,Sansa I,Sansa Stark,Septa Nysterica,F,A,Septa,Nysterica,,,,
A Storm of Swords,80,Sansa I,Sansa Stark,Lady Alyce Graceford,F,A,Lady,Alyce,Graceford,,,
A Storm of Swords,80,Sansa I,Sansa Stark,Lady Alysanne Bulwer,F,A,Lady,Alysanne,Bulwer,,,
A Storm of Swords,80,Sansa I,Sansa Stark,"Meredyth Crane, Merry",F,A,,Meredyth,Crane,,Merry,
A Storm of Swords,80,Sansa I,Sansa Stark,"Lady Taena Merryweather, Of Myr",F,A,Lady,Taena,Merryweather,,Of Myr,
A Storm of Swords,80,Sansa I,Sansa Stark,"Lord Luthor Tyrell, Father of Mace",M,D,Lord,Luthor,Tyrell,,Father of Mace,
A Storm of Swords,92,Jon I,Jon Snow,Lenyl,M,A,,Lenyl,,,,
A Storm of Swords,92,Jon I,Jon Snow,"Ryk, Longspear Ryk",M,A,,Ryk,,,Longspear Ryk,
A Storm of Swords,93,Jon I,Jon Snow,Orell,M,D,,Orell,,,,
A Storm of Swords,98,Jon I,Jon Snow,"Styr, Magnar of Thenn",M,D,,Styr,,,Magnar of Thenn,
A Storm of Swords,99,Jon I,Jon Snow,"Tormund, Giantsbane",M,A,,Tormund,,,Giantsbane,
A Storm of Swords,99,Jon I,Jon Snow,"Dalla, Wife of Mance Rayder",F,D,,Dalla,,,Wife of Mance Rayder,
A Storm of Swords,99,Jon I,Jon Snow,Val,F,A,,Val,,,,
A Storm of Swords,99,Jon I,Jon Snow,Jarl,M,D,,Jarl,,,,
A Storm of Swords,101,Jon I,Jon Snow,Lord Commander Qorgyle,M,D,Lord Commander,?,Qorgyle,,,
A Storm of Swords,102,Jon I,Jon Snow,"Orland, Of Oldtown",M,A,,Orland,,,Of Oldtown,
A Storm of Swords,103,Jon I,Jon Snow,Maester Mullin,M,A,Maester,Mullin,,,,
A Storm of Swords,106,Daenerys I,Daenerys Targaryen,Captain Groleo,M,D,Captain,Groleo,,,,
A Storm of Swords,110,Daenerys I,Daenerys Targaryen,Ser Myles Mooton,M,D,Ser,Myles,Mooton,,,
A Storm of Swords,110,Daenerys I,Daenerys Targaryen,Ser Richard Lonmouth,M,D,Ser,Richard,Lonmouth,,,
A Storm of Swords,110,Daenerys I,Daenerys Targaryen,"Lord Jon Connington, Griff",M,A,Lord,Jon,Connington,,Griff,
A Storm of Swords,118,Daenerys I,Daenerys Targaryen,Khal Temmo,M,D,Khal,Temmo,,,,
A Storm of Swords,133,Davos II,Davos Seaworth,Khorane Sathmantes,M,A,,Khorane,Sathmantes,,,
A Storm of Swords,134,Davos II,Davos Seaworth,Ser Tristimun,M,D,Ser,Tristimun,,,,
A Storm of Swords,136,Davos II,Davos Seaworth,Meizo Mahr,M,A,,Meizo,Mahr,,,
A Storm of Swords,142,Davos II,Davos Seaworth,Jate Blackberry,M,D,,Jate,Blackberry,,,
A Storm of Swords,142,Davos II,Davos Seaworth,"Lord Lucos Chyttering, Little Lucos",M,A,Lord,Lucos,Chyttering,,Little Lucos,
A Storm of Swords,142,Davos II,Davos Seaworth,"Will, Hookface Will",M,D,,Will,,,Hookface Will,
A Storm of Swords,142,Davos II,Davos Seaworth,"Hal, The Hog",M,D,,Hal,,,The Hog,
A Storm of Swords,153,Jaime II,Jaime Lannister,Ser Warren,M,D,Ser,Warren,,,,
A Storm of Swords,156,Jaime II,Jaime Lannister,Ser Sumner Crakehall,M,D,Ser,Sumner,Crakehall,,,
A Storm of Swords,156,Jaime II,Jaime Lannister,Ser Harlan Grandison,M,D,Ser,Harlan,Grandison,,,
A Storm of Swords,162,Tyrion II,Tyrion Lannister,Grand Maester Gerardys,M,D,Grand Maester,Gerardys,,,,
A Storm of Swords,162,Tyrion II,Tyrion Lannister,Maester Turquin,M,A,Maester,Turquin,,,,
A Storm of Swords,162,Tyrion II,Tyrion Lannister,Maester Erreck,M,A,Maester,Erreck,,,,
A Storm of Swords,166,Tyrion II,Tyrion Lannister,Beldecar,M,D,,Beldecar,,,,
A Storm of Swords,176,Arya II,Arya Stark,"Lem, Lem Lemoncloak",M,A,,Lem,,,Lem Lemoncloak,
A Storm of Swords,177,Arya II,Arya Stark,"Tom, Of Sevenstreams/O'Sevens/Sevenstrings",M,A,,Tom,,,Of Sevenstreams/O'Sevens/Sevenstrings,
A Storm of Swords,178,Arya II,Arya Stark,Sharna,F,A,,Sharna,,,,
A Storm of Swords,178,Arya II,Arya Stark,"Pate, Old Pate",M,D,,Pate,,,Old Pate,
A Storm of Swords,182,Arya II,Arya Stark,Husband,M,A,,?,,,Husband,
A Storm of Swords,193,Catelyn II,Catelyn Tully,Lady Sybell Westerling (Spicer),F,A,Lady,Sybell,Westerling,Spicer,,
A Storm of Swords,193,Catelyn II,Catelyn Tully,Ser Rolph Spicer,M,A,Ser,Rolph,Spicer,,,
A Storm of Swords,193,Catelyn II,Catelyn Tully,Ser Raynald Westerling,M,D,Ser,Raynald,Westerling,,,
A Storm of Swords,193,Catelyn II,Catelyn Tully,Elenya Westerling,F,A,,Elenya,Westerling,,,
A Storm of Swords,193,Catelyn II,Catelyn Tully,Rollam Westerling,M,A,,Rollam,Westerling,,,
A Storm of Swords,193,Catelyn II,Catelyn Tully,Queen Jeyne Stark (Westerling),F,A,Queen,Jeyne,Stark,Westerling,,
A Storm of Swords,203,Jon II,Jon Snow,"Mag Mar Tun Doh Weg, Mag the Mighty",M,D,,Mag,Mar Tun Doh Weg,,Mag the Mighty,
A Storm of Swords,208,Jon II,Jon Snow,"Lump, Varamyr Sixskins",M,D,,Lump,,,Varamyr Sixskins,
A Storm of Swords,212,Jon II,Jon Snow,"Toregg, Son of Tormund",M,A,,Toregg,,,Son of Tormund,
A Storm of Swords,212,Jon II,Jon Snow,"Dormund, Son of Tormund",M,D,,Dormund,,,Son of Tormund,
A Storm of Swords,212,Jon II,Jon Snow,"Munda, Daughter of Tormund",F,A,,Munda,,,Daughter of Tormund,
A Storm of Swords,222,Sansa II,Sansa Stark,Alyn Ambrose,M,A,,Alyn,Ambrose,,,
A Storm of Swords,222,Sansa II,Sansa Stark,Lord Arthur Ambrose,M,A,Lord,Arthur,Ambrose,,,
A Storm of Swords,230,Arya III,Arya Stark,Jack-Be-Lucky,M,A,,Jack-Be-Lucky,,,,
A Storm of Swords,231,Arya III,Arya Stark,"Pello, Of Tyrosh, Greenbeard",M,A,,Pello,,,"Of Tyrosh, Greenbeard",
A Storm of Swords,237,Samwell I,Samwell Tarly,"Bernarr, Black Bernarr",M,A,,Bernarr,,,Black Bernarr,
A Storm of Swords,245,Samwell I,Samwell Tarly,Talla Tarly,F,A,,Talla,Tarly,,,
A Storm of Swords,251,Samwell I,Samwell Tarly,Mawney,M,U,,Mawney,,,,
A Storm of Swords,254,Tyrion III,Tyrion Lannister,Tyrion's High Septon,M,D,High Septon,?,,,Tyrion's High Septon,
A Storm of Swords,264,Tyrion III,Tyrion Lannister,Lord Horton Redfort,M,A,Lord,Horton,Redfort,,,
A Storm of Swords,272,Tyrion III,Tyrion Lannister,Lord Sebaston Farman,M,A,Lord,Sebaston,Farman,,,
A Storm of Swords,275,Catelyn III,Catelyn Tully,Elwood,M,D,,Elwood,,,,
A Storm of Swords,281,Catelyn III,Catelyn Tully,Karlon Stark,M,D,,Karlon,Stark,,,
A Storm of Swords,293,Jaime III,Jaime Lannister,"Timeon, Of Dorne",M,D,,Timeon,,,Of Dorne,
A Storm of Swords,298,Arya IV,Arya Stark,Ser Maynard,M,D,Ser,Maynard,,,,
A Storm of Swords,299,Arya IV,Arya Stark,Lord Lymond Lychester,M,A,Lord,Lymond,Lychester,,,
A Storm of Swords,300,Arya IV,Arya Stark,"Ben, Big Belly Ben",M,D,,Ben,,,Big Belly Ben,
A Storm of Swords,301,Arya IV,Arya Stark,"King Erreg, The Kinslayer",M,D,King,Erreg,,,The Kinslayer,
A Storm of Swords,304,Arya IV,Arya Stark,Lady Ravella Smallwood (Swann),F,A,Lady,Ravella,Smallwood,Swann,,
A Storm of Swords,305,Arya IV,Arya Stark,Carellen Smallwood,F,A,,Carellen,Smallwood,,,
A Storm of Swords,311,Daenerys II,Daenerys Targaryen,Kraznys mo Nakloz,M,D,,Kraznys,mo Nakloz,,,
A Storm of Swords,345,Davos III,Davos Seaworth,Porridge,M,A,,?,,,Porridge,
A Storm of Swords,345,Davos III,Davos Seaworth,Lamprey,M,A,,?,,,Lamprey,
A Storm of Swords,360,Jon III,Jon Snow,"Arson, Iceaxe",M,D,,Arson,,,Iceaxe,
A Storm of Swords,362,Jon III,Jon Snow,"Grigg, The Goat",M,A,,Grigg,,,The Goat,
A Storm of Swords,367,Daenerys III,Daenerys Targaryen,Grazdan mo Ullhor,M,D,,Grazdan,mo Ullhor,,,
A Storm of Swords,367,Daenerys III,Daenerys Targaryen,"Grazdan, The Great",M,D,,Grazdan,,,The Great,
A Storm of Swords,367,Daenerys III,Daenerys Targaryen,"Grazdan, Fat one, with a gold tokar",M,D,,Grazdan,,,"Fat one, with a gold tokar",
A Storm of Swords,368,Daenerys III,Daenerys Targaryen,"Grazdan, Tall one",M,D,,Grazdan,,,Tall one,
A Storm of Swords,367,Daenerys III,Daenerys Targaryen,"Grazdan, With a spiked beard",M,D,,Grazdan,,,With a spiked beard,
A Storm of Swords,372,Daenerys III,Daenerys Targaryen,Missandei,F,A,,Missandei,,,,
A Storm of Swords,395,Arya V,Arya Stark,Ser Denys Arryn,M,D,Ser,Denys,Arryn,,,
A Storm of Swords,396,Arya V,Arya Stark,Ser Wilbert,M,D,Ser,Wilbert,,,,
A Storm of Swords,400,Arya V,Arya Stark,Alyce,F,A,,Alyce,,,,
A Storm of Swords,400,Arya V,Arya Stark,Tansy,F,A,,Tansy,,,,
A Storm of Swords,400,Arya V,Arya Stark,Cass,F,A,,Cass,,,,
A Storm of Swords,400,Arya V,Arya Stark,"Lanna, Of the Peach",F,A,,Lanna,,,Of the Peach,
A Storm of Swords,400,Arya V,Arya Stark,Jyzene,F,A,,Jyzene,,,,
A Storm of Swords,400,Arya V,Arya Stark,Helly,F,A,,Helly,,,,
A Storm of Swords,401,Arya V,Arya Stark,Leslyn,F,A,,Leslyn,,,,
A Storm of Swords,401,Arya V,Arya Stark,Bella,F,A,,Bella,,,,
A Storm of Swords,408,Jon IV,Jon Snow,Errok,M,A,,Errok,,,,
A Storm of Swords,417,Jaime IV,Jaime Lannister,Zollo,M,A,,Zollo,,,,
A Storm of Swords,432,Tyrion IV,Tyrion Lannister,"Galyeon, Of Cuy",M,A,,Galyeon,,,Of Cuy,
A Storm of Swords,432,Tyrion IV,Tyrion Lannister,"Bethany, Fair-fingers",F,A,,Bethany,,,Fair-fingers,
A Storm of Swords,432,Tyrion IV,Tyrion Lannister,Aemon Costayne,M,A,,Aemon,Costayne,,,
A Storm of Swords,432,Tyrion IV,Tyrion Lannister,"Alaric, Of Eysen",M,A,,Alaric,,,Of Eysen,
A Storm of Swords,432,Tyrion IV,Tyrion Lannister,"Hamish, The Harper",M,D,,Hamish,,,The Harper,
A Storm of Swords,432,Tyrion IV,Tyrion Lannister,Collio Quaynis,M,A,,Collio,Quaynis,,,
A Storm of Swords,434,Tyrion IV,Tyrion Lannister,King Tommen II Lannister,M,D,King,Tommen,Lannister,,,II
A Storm of Swords,443,Samwell II,Samwell Tarly,Fornio,M,U,,Fornio,,,,
A Storm of Swords,443,Samwell II,Samwell Tarly,Ser Byam Flint,M,D,Ser,Byam,Flint,,,
A Storm of Swords,443,Samwell II,Samwell Tarly,"Garth, Of Oldtown",M,D,,Garth,,,Of Oldtown,
A Storm of Swords,444,Samwell II,Samwell Tarly,"Garth, Of Greenaway",M,D,,Garth,,,Of Greenaway,
A Storm of Swords,444,Samwell II,Samwell Tarly,"Alan, Of Rosby",M,D,,Alan,,,Of Rosby,
A Storm of Swords,444,Samwell II,Samwell Tarly,Ronnel Harclay,M,U,,Ronnel,Harclay,,,
A Storm of Swords,444,Samwell II,Samwell Tarly,Tim Stone,M,A,,Tim,Stone,,,
A Storm of Swords,446,Samwell II,Samwell Tarly,"Ulmer, Ulmer of the Kingswood",M,A,,Ulmer,,,Ulmer of the Kingswood,
A Storm of Swords,447,Samwell II,Samwell Tarly,"Dick, Fletcher Dick",M,U,,Dick,,,Fletcher Dick,
A Storm of Swords,447,Samwell II,Samwell Tarly,Simon Toyne,M,A,,Simon,Toyne,,,
A Storm of Swords,447,Samwell II,Samwell Tarly,"Oswyn, Oswyn Longneck the Thrice-Hanged",M,U,,Oswyn,,,Oswyn Longneck the Thrice-Hanged,
A Storm of Swords,447,Samwell II,Samwell Tarly,"Wenda, The White Fawn",F,U,,Wenda,,,The White Fawn,
A Storm of Swords,449,Samwell II,Samwell Tarly,Rolley Of Sisterton,M,D,,Rolley,Of Sisterton,,,
A Storm of Swords,449,Samwell II,Samwell Tarly,"Bill, Muttering Bill",M,D,,Bill,,,Muttering Bill,
A Storm of Swords,449,Samwell II,Samwell Tarly,"Garth, Greyfeather",M,D,,Garth,,,Greyfeather,
A Storm of Swords,456,Samwell II,Samwell Tarly,"Oss, Orphan Oss",M,D,,Oss,,,Orphan Oss,
A Storm of Swords,460,Arya VI,Arya Stark,Dyah,F,A,,Dyah,,,,
A Storm of Swords,460,Arya VI,Arya Stark,Ferny,F,A,,Ferny,,,,
A Storm of Swords,466,Arya VI,Arya Stark,Lister,M,D,,Lister,,,,
A Storm of Swords,466,Arya VI,Arya Stark,Lennocks,M,D,,Lennocks,,,,
A Storm of Swords,466,Arya VI,Arya Stark,Goodman Beck,M,D,Goodman,Beck,,,,
A Storm of Swords,466,Arya VI,Arya Stark,Mudge,M,D,,Mudge,,,,
A Storm of Swords,466,Arya VI,Arya Stark,Merriman,M,D,,Merriman,,,,
A Storm of Swords,466,Arya VI,Arya Stark,Ser Andrey Charlton,M,D,Ser,Andrey,Charlton,,,
A Storm of Swords,466,Arya VI,Arya Stark,Lucas Roote,M,D,,Lucas,Roote,,,
A Storm of Swords,466,Arya VI,Arya Stark,Lord Deddings,M,D,Lord,?,Deddings,,,
A Storm of Swords,466,Arya VI,Arya Stark,Lady Deddings,F,D,Lady,?,Deddings,,,
A Storm of Swords,466,Arya VI,Arya Stark,"Joth, Quick-bow",M,D,,Joth,,,Quick-bow,
A Storm of Swords,466,Arya VI,Arya Stark,"Matt, Little Matt",M,D,,Matt,,,Little Matt,
A Storm of Swords,466,Arya VI,Arya Stark,"Ryn, Anvil Ryn",M,D,,Ryn,,,Anvil Ryn,
A Storm of Swords,466,Arya VI,Arya Stark,Ser Ormond,M,D,Ser,Ormond,,,,
A Storm of Swords,466,Arya VI,Arya Stark,Ser Dudley,M,D,Ser,Dudley,,,,
A Storm of Swords,466,Arya VI,Arya Stark,"Pate, Of Mory",M,D,,Pate,,,Of Mory,
A Storm of Swords,466,Arya VI,Arya Stark,"Pate, Of Lancewood",M,D,,Pate,,,Of Lancewood,
A Storm of Swords,466,Arya VI,Arya Stark,"Pate, Of Shermer's Grove",M,D,,Pate,,,Of Shermer's Grove,
A Storm of Swords,466,Arya VI,Arya Stark,"Wyl, Blind Wyl the Whittler",M,D,,Wyl,,,Blind Wyl the Whittler,
A Storm of Swords,466,Arya VI,Arya Stark,Goodwife Maerie,F,D,Goodwife,Maerie,,,,
A Storm of Swords,466,Arya VI,Arya Stark,"Maerie, The Whore",F,D,,Maerie,,,The Whore,
A Storm of Swords,466,Arya VI,Arya Stark,"Becca, The Baker",F,D,,Becca,,,The Baker,
A Storm of Swords,466,Arya VI,Arya Stark,"Will, Fletcher Will",M,D,,Will,,,Fletcher Will,
A Storm of Swords,466,Arya VI,Arya Stark,Harsley,M,D,,Harsley,,,,
A Storm of Swords,466,Arya VI,Arya Stark,Goodwife Nolla,F,D,Goodwife,Nolla,,,,
A Storm of Swords,469,Arya VI,Arya Stark,Dennet,M,A,,Dennet,,,,
A Storm of Swords,469,Arya VI,Arya Stark,"Kyle, Of the Brotherhood without Banners",M,D,,Kyle,,,Of the Brotherhood without Banners,
A Storm of Swords,472,Arya VI,Arya Stark,Melly,F,A,,Melly,,,,
A Storm of Swords,492,Davos IV,Davos Seaworth,"Daemon I Blackfyre, The Black Dragon, The Pretender",M,D,,Daemon,Blackfyre,,"The Black Dragon, The Pretender",I
A Storm of Swords,492,Davos IV,Davos Seaworth,Ser Terrence Toyne,M,D,Ser,Terrence,Toyne,,,
A Storm of Swords,492,Davos IV,Davos Seaworth,The Vulture King,M,D,,?,,,The Vulture King,
