Book	Page	Chapter Name	POV	Full name	Gender	Status	Birth	Death	Culture	Title	Forename	Surname	Old Surname	Alias	Regnal No
A Storm of Swords	80	Sansa I	Sansa Stark	Lady Alysanne Bulwer	F	A	291 AC		Reachmen	Lady	Alysanne	Bulwer			
A Storm of Swords	80	Sansa I	Sansa Stark	Meredyth Crane, Merry	F	A	?		Reachmen		Meredyth	Crane		Merry	
A Storm of Swords	80	Sansa I	Sansa Stark	Lady Taena Merryweather, Of Myr	F	A	Roughly 276 AC		Myrish	Lady	Taena	Merryweather	?	Of Myr	
A Storm of Swords	80	Sansa I	Sansa Stark	Lord Luthor Tyrell, Father of Mace	M	H	?	?	Reachmen	Lord	Luthor	Tyrell		Father of Mace	
A Storm of Swords	92	Jon I	Jon Snow	Lenyl	M	A	?		Free Folk		Lenyl				
A Storm of Swords	92	Jon I	Jon Snow	Ryk, Longspear Ryk	M	A	?		Free Folk		Ryk			Longspear Ryk	
A Storm of Swords	93	Jon I	Jon Snow	Orell	M	D	?	299 AC	Free Folk		Orell				
A Storm of Swords	96	Jon I	Jon Snow	Tormund, Giantsbane	M	A	?		Free Folk	Commander of Oakenshield	Tormund			Giantsbabe, Giantstink, The Giantsbane, Tall-talker, Horn-blower, and Breaker of Ice, Tormund Thunderfist, Husband to Bears, the Mead-king of Ruddy Hall, Speaker to Gods and Father of Hosts	
A Storm of Swords	96	Jon I	Jon Snow	Styr, Magnar of Thenn	M	D	?	300 AC	Thenn	Magnar	Styr			Magnar of Thenn	
A Storm of Swords	99	Jon I	Jon Snow	Dalla, Wife of Mance Rayder	F	D	?	300 AC	Free Folk	Queen	Dalla			Wife of Mance Rayder	
A Storm of Swords	99	Jon I	Jon Snow	Val	F	A	?		Free Folk		Val			The wildling princess, Lady Val	
A Storm of Swords	99	Jon I	Jon Snow	Jarl	M	D	?	299 AC	Free Folk		Jarl				
A Storm of Swords	102	Jon I	Jon Snow	Orland of Oldtown, Ormond of Oldtown	M	A	?		Reachmen		Orland			Ormond of Oldtown	
A Storm of Swords	103	Jon I	Jon Snow	Maester Mullin	M	A	?		?	Maester at the Shadow Tower	Mullin				
A Storm of Swords	106	Daenerys I	Daenerys Targaryen	Captain Groleo	M	D	?	300 AC	Pentoshi	Captain of Saduleon/Balerion, Lord Admiral	Groleo				
A Storm of Swords	110	Daenerys I	Daenerys Targaryen	Ser Myles Mooton	M	H	?	283 AC	Rivermen	Ser, Squire	Myles	Mooton			
A Storm of Swords	110	Daenerys I	Daenerys Targaryen	Ser Richard Lonmouth	M	U	?		Stormlander	Ser, Squire	Richard	Lonmouth		The Knight of Skulls and Kisses	
A Storm of Swords	118	Daenerys I	Daenerys Targaryen	Khal Temmo	M	H	Century of Blood		Dothraki	Khal	Temmo				
A Storm of Swords	133	Davos II	Davos Seaworth	Khorane Sathmantes	M	A	?		Lysene	Captain of Shayala's Dance	Khorane	Sathmantes			
A Storm of Swords	134	Davos II	Davos Seaworth	Ser Tristimun	M	D	?	?	Crownlander	Ser, Commander of the Sea Watch (Dragonstone)	Tristimun				
A Storm of Swords	136	Davos II	Davos Seaworth	Meizo Mahr	M	A	?		?		Meizo	Mahr			
A Storm of Swords	142	Davos II	Davos Seaworth	Jate Blackberry	M	U	?		?	Captain of the gate (Dragonstone)	Jate	Blackberry			
A Storm of Swords	142	Davos II	Davos Seaworth	Will, Hookface Will	M	D	?	299 AC	?		Will			Hookface Will	
A Storm of Swords	142	Davos II	Davos Seaworth	Hal, The Hog	M	D	?	299 AC	?		Hal			The Hog	
A Storm of Swords	147	Jaime II	Jaime Lannister	"Nicknamed ""Boy"", a chunky boy adopted by Sharna and Husband"	M	A	282 - 284 AC		Rivermen		?			"""Boy"", The orphan boy"	
A Storm of Swords	148	Jaime II	Jaime Lannister	"NIcknamed ""Husband"", the husband of Sharna"	M	A	?		?		?			"""Husband"""	
A Storm of Swords	148	Jaime II	Jaime Lannister	Sharna	F	A	?		?		Sharna				
A Storm of Swords	153	Jaime II	Jaime Lannister	Ser Warren	M	D	?	298 or 299 AC	Rivermen	Ser	Warren				
A Storm of Swords	156	Jaime II	Jaime Lannister	Lord Sumner Crakehall	M	H	?	281 - 283 AC	Westermen	Lord	Sumner	Crakehall			
A Storm of Swords	156	Jaime II	Jaime Lannister	Ser Harlan Grandison	M	H	?	281 AC	Stormlander	Ser	Harlan	Grandison			
A Storm of Swords	159	Jaime II	Jaime Lannister	Ser Elys Westerling	M	U	?		Westermen	Ser	Elys	Westerling			
A Storm of Swords	162	Tyrion II	Tyrion Lannister	Grand Maester Gerardys	M	H	?	130 AC	?	Maester at Dragonstone, Grand Maester (for Rhaenyra Targaryen)	Gerardys				
A Storm of Swords	162	Tyrion II	Tyrion Lannister	Maester Turquin	M	A	?		?	Maester	Turquin				
A Storm of Swords	162	Tyrion II	Tyrion Lannister	Maester Erreck	M	A	?		?	Maester	Erreck				
A Storm of Swords	166	Tyrion II	Tyrion Lannister	Beldecar	M	H	?	?	?		Beldecar				
A Storm of Swords	176	Arya II	Arya Stark	Lem, Lem Lemoncloak	M	A	?		?		Lem			Lem Lemoncloak, The Lemon, The Hound (III), Yellow cloak	
A Storm of Swords	177	Arya II	Arya Stark	Tom, Of Sevenstreams, O'Sevens, Sevenstrings	M	A	240 - 249 AC		Rivermen		Tom			Of Sevenstreams, O'Sevens, Sevenstrings	
A Storm of Swords	178	Arya II	Arya Stark	Pate, Old Pate	M	D	?	298 or 299 AC	Rivermen		Pate			Old Pate	
A Storm of Swords	184	Arya II	Arya Stark	Fern, of Lambswold	F	A	?		Rivermen		Fern			Of Lambswold	
A Storm of Swords	186	Arya II	Arya Stark	Pello, Of Tyrosh, Greenbeard	M	A	?		Tyroshi		Pello			Of Tyrosh, Greenbeard	
A Storm of Swords	190	Catelyn II	Catelyn Tully	Rollam Westerling	M	A	290 AC		Westermen	Squire	Rollam	Westerling			
A Storm of Swords	190	Catelyn II	Catelyn Tully	Ser Raynald Westerling	M	U	?	299 AC (supposedly)	Westermen	Ser	Raynald	Westerling		The knight of seashells	
A Storm of Swords	190	Catelyn II	Catelyn Tully	Lord Rolph Spicer	M	A	?		Westermen	Ser, Castellan, Lord	Rolph	Spicer			
A Storm of Swords	190	Catelyn II	Catelyn Tully	Lady Sybell Spicer/Westerling	F	A	?		Westermen	Lady	Sybell	Westerling	Spicer		
A Storm of Swords	190	Catelyn II	Catelyn Tully	Queen Jeyne Westerling/Stark	F	A	283 AC		Westermen	Queen	Jeyne	Stark	Westerling		
A Storm of Swords	190	Catelyn II	Catelyn Tully	Eleyna Westerling	F	A	287 AC		Westermen		Eleyna	Westerling			
A Storm of Swords	196	Catelyn II	Catelyn Tully	Queen Jeyne Westerling/Tarbeck, Targaryen	F	H	27 AC or before	47 or 48 AC	Westermen	Lady, Queen	Jeyne	Tarbeck, Targaryen	Westerling	Black Bride	
A Storm of Swords	208	Jon II	Jon Snow	Lump, Varamyr Sixskins	M	D	?	300 AC	Free Folk		Lump			Varamyr Sixskins, Haggon	
A Storm of Swords	212	Jon II	Jon Snow	Toregg, Son of Tormund	M	A	?		Free Folk		Toregg			Tall Toregg, Toregg the Tall	
A Storm of Swords	212	Jon II	Jon Snow	Dormund, Son of Tormund	M	D	?	300AC	Free Folk		Dormund			Son of Tormund	
A Storm of Swords	212	Jon II	Jon Snow	Munda, Daughter of Tormund	F	A	?		Free Folk		Munda			Daughter of Tormund	
A Storm of Swords	222	Sansa II	Sansa Stark	Alyn Ambrose	M	A	?		Reachmen	Squire	Alyn	Ambrose			
A Storm of Swords	222	Sansa II	Sansa Stark	Lord Arthur Ambrose	M	A	?		Reachmen	Lord	Arthur	Ambrose			
A Storm of Swords	230	Arya III	Arya Stark	Jack-Be-Lucky	M	A	?		Rivermen		Jack			Jack-Be-Lucky	
A Storm of Swords	237	Samwell I	Samwell Tarly	Bernarr, Black Bernarr	M	A	?		?		Bernarr				
A Storm of Swords	251	Samwell I	Samwell Tarly	Mawney	M	U	?	300 AC	?		Mawney				
A Storm of Swords	254	Tyrion III	Tyrion Lannister	Nicknamed, Tyrion's High Septon (from 299 to 300 AC)	M	D	?	300 AC	?	High Septon	?			Tyrion's High Septon	
A Storm of Swords	264	Tyrion III	Tyrion Lannister	Lord Horton Redfort	M	A	?		Valemen	Lord	Horton	Redfort			
A Storm of Swords	271	Tyrion III	Tyrion Lannister	Maggy, The Frog	F	U	?		?	Maegi	Maggy				
A Storm of Swords	272	Tyrion III	Tyrion Lannister	Lord Sebaston Farman	M	A	?		Westermen	Lord	Sebaston	Farman			
A Storm of Swords	275	Catelyn III	Catelyn Tully	Elwood	M	D	?	299 AC	Rivermen		Elwood				
A Storm of Swords	277	Catelyn III	Catelyn Tully	Alys Karstark/Thenn	F	A	284 or 285 AC		Northmen		Alys	Thenn	Karstark		
A Storm of Swords	281	Catelyn III	Catelyn Tully	Lord Karlon Stark	M	H	Around 700 BC		Northmen	Prince, Lord	Karlon	Stark			
A Storm of Swords	296	Jaime III	Jaime Lannister	Zollo	M	A	?		Dothraki		Zollo			Zollo the Fat	
A Storm of Swords	298	Arya IV	Arya Stark	Ser Maynard	M	D	?	?	?	Ser	Maynard				
A Storm of Swords	298	Arya IV	Arya Stark	Maester Roone	M	A	?		?	Maester at Castle Lychester	Roone				
A Storm of Swords	298	Arya IV	Arya Stark	Lord Lymond Lychester	M	A	?		Rivermen	Lord	Lymond	Lychester			
A Storm of Swords	298	Arya IV	Arya Stark	Nicknamed, the Lady of the Leaves	F	A	?		Rivermen		?			Lady of the Leaves	
A Storm of Swords	299	Arya IV	Arya Stark	Wat, brother of Jack-Be-Lucky	M	A	?		Rivermen		Wat				
A Storm of Swords	299	Arya IV	Arya Stark	Lister, brother of Jack-Be-Lucky killed by Lannisters	M	D	?	298 or 299 AC	Rivermen		Lister				
A Storm of Swords	299	Arya IV	Arya Stark	Lennocks, brother of Jack-Be-Lucky killed by Lannisters	M	D	?	298 or 299 AC	Rivermen		Lennocks				
A Storm of Swords	300	Arya IV	Arya Stark	Ben, Big Belly Ben	M	U	?		?		Ben			Big Belly Ben	
A Storm of Swords	301	Arya IV	Arya Stark	King Erreg, The Kinslayer	M	F	Andal Invasion		Andal	King	Erreg			The Kinslayer	
A Storm of Swords	302	Arya IV	Arya Stark	Nicknamed, The Ghost of High Heart	F	A	?		Rivermen		?			The Ghost of High Heart	
A Storm of Swords	304	Arya IV	Arya Stark	Lord Theomar Smallwood	M	A	?		Rivermen	Lord	Theomar	Smallwood			
A Storm of Swords	304	Arya IV	Arya Stark	Lady Ravella Swann/Smallwood	F	A	?		Stormlander	Lady	Ravella	Smallwood	Swann		
A Storm of Swords	305	Arya IV	Arya Stark	Carellen Smallwood	F	A	?		Rivermen		Carellen	Smallwood			
A Storm of Swords	311	Daenerys II	Daenerys Targaryen	Kraznys mo Nakloz	M	D	?	299 AC	Ghiscari	Good Master	Kraznys	mo Nakloz			
A Storm of Swords	311	Daenerys II	Daenerys Targaryen	Missandei	F	A	288 or 289 AC		Naathi		Missandei				
A Storm of Swords	333	Bran II	Bran Stark	Arya Flint/Stark	F	H	?	?	Northern mountain clans		Arya	Stark	Flint		
A Storm of Swords	345	Davos III	Davos Seaworth	Nicknamed, Porridge	M	A	?		?		?			Porridge	
A Storm of Swords	345	Davos III	Davos Seaworth	Nicknamed, Lamprey	M	A	?		?		?			Lamprey	
A Storm of Swords	360	Jon III	Jon Snow	Arson, Iceaxe	M	F	?		Free Folk		Arson			Iceaxe	
A Storm of Swords	362	Jon III	Jon Snow	Grigg, The Goat	M	A	?		Free Folk		Grigg			The Goat	
A Storm of Swords	367	Daenerys III	Daenerys Targaryen	Grazdan mo Ullhor	M	D	?	299 AC	Ghiscari	Good Master	Grazdan	mo Ullhor			
A Storm of Swords	367	Daenerys III	Daenerys Targaryen	Grazdan the Great, founder of Old Ghis	M	H	?		Ghiscari		Grazdan			The Great	
A Storm of Swords	367	Daenerys III	Daenerys Targaryen	Grazdan, Fat one, with a gold tokar	M	D	?	299 AC	Ghiscari	Good Master	Grazdan			Fat one, with a gold tokar	
A Storm of Swords	367	Daenerys III	Daenerys Targaryen	Grazdan, Tall one	M	D	?	299 AC	Ghiscari	Good Master	Grazdan			Tall one	
A Storm of Swords	367	Daenerys III	Daenerys Targaryen	Grazdan, With a spiked beard	M	D	?	299 AC	Ghiscari	Good Master	Grazdan			With a spiked beard	
A Storm of Swords	373	Daenerys III	Daenerys Targaryen	Marselen, 1st brother of Missandei	M	A	?		Naathi	Commander of Mother's Men (company)	Marselen				
A Storm of Swords	373	Daenerys III	Daenerys Targaryen	Mossador, 2nd brother of Missandei	M	D	?	300 AC	Naathi		Mossador				
A Storm of Swords	395	Arya V	Arya Stark	Ser Denys Arryn	M	H	?	283 AC	Valemen	Ser, Keeper of the Gates of the Moon	Denys	Arryn		The Darling of the Vale	
A Storm of Swords	396	Arya V	Arya Stark	Nicknamed, The Mad Huntsman	M	A	?		Rivermen		?			The Mad Huntsman	
A Storm of Swords	397	Arya V	Arya Stark	Ser Wilbert	M	D	?	298 AC	Rivermen	Ser	Wilbert				
A Storm of Swords	399	Arya V	Arya Stark	Tansy	F	A	?		Rivermen		Tansy				
A Storm of Swords	400	Arya V	Arya Stark	Alyce	F	A	?		Rivermen		Alyce				
A Storm of Swords	400	Arya V	Arya Stark	Cass	F	A	?		Rivermen		Cass				
A Storm of Swords	400	Arya V	Arya Stark	Lanna, Of the Peach	F	A	?		Rivermen		Lanna			Of the Peach	
A Storm of Swords	400	Arya V	Arya Stark	Jyzene	F	A	?		Rivermen		Jyzene				
A Storm of Swords	400	Arya V	Arya Stark	Helly	F	A	?		Rivermen		Helly				
A Storm of Swords	401	Arya V	Arya Stark	Leslyn	F	A	?		Rivermen		Leslyn				
A Storm of Swords	401	Arya V	Arya Stark	Bella	F	A	283 AC		Rivermen		Bella				
A Storm of Swords	408	Jon IV	Jon Snow	Errok	M	A	?		Free Folk		Errok				
A Storm of Swords	432	Tyrion IV	Tyrion Lannister	Galyeon, Of Cuy	M	A	?		Reachmen		Galyeon			Of Cuy	
A Storm of Swords	432	Tyrion IV	Tyrion Lannister	Bethany, Fair-fingers	F	A	?		?		Bethany			Fair-fingers	
A Storm of Swords	432	Tyrion IV	Tyrion Lannister	Aemon Costayne	M	A	?		Reachmen		Aemon	Costayne			
A Storm of Swords	432	Tyrion IV	Tyrion Lannister	Alaric, Of Eysen	M	A	?		?		Alaric			Of Eysen	
A Storm of Swords	432	Tyrion IV	Tyrion Lannister	Hamish, The Harper	M	D	?	300 AC	?		Hamish			The Harper	
A Storm of Swords	432	Tyrion IV	Tyrion Lannister	Collio Quaynis	M	A	?		Tyroshi		Collio	Quaynis			
A Storm of Swords	434	Tyrion IV	Tyrion Lannister	King Tommen II Lannister, the Lion King	M	H	Century of Blood		Westermen	King	Tommen	Lannister		The Lion King	II
A Storm of Swords	443	Samwell II	Samwell Tarly	Fornio	M	U	?		?		Fornio				
A Storm of Swords	443	Samwell II	Samwell Tarly	Ser Byam Flint	M	D	?	299 AC	?	Ser	Byam	Flint			
A Storm of Swords	443	Samwell II	Samwell Tarly	Garth, Of Oldtown	M	D	?	299 AC	Reachmen		Garth			Of Oldtown	
A Storm of Swords	444	Samwell II	Samwell Tarly	Garth, Of Greenaway	M	D	?	300 AC	?		Garth			Of Greenaway	
A Storm of Swords	444	Samwell II	Samwell Tarly	Alan, Of Rosby	M	D	?	300 AC	Crownlander		Alan			Of Rosby	
A Storm of Swords	444	Samwell II	Samwell Tarly	Ronnel Harclay	M	U	?		Northern mountain clans		Ronnel	Harclay			
A Storm of Swords	446	Samwell II	Samwell Tarly	Tim Stone	M	A	?		Valemen		Tim	Stone			
A Storm of Swords	446	Samwell II	Samwell Tarly	Ulmer, Ulmer of the Kingswood	M	A	?		?		Ulmer			Ulmer of the Kingswood	
A Storm of Swords	447	Samwell II	Samwell Tarly	Dick, Fletcher Dick	M	U	?		Stormlander		Dick			Fletcher Dick	
A Storm of Swords	447	Samwell II	Samwell Tarly	Simon Toyne	M	H	?	281 AC	Stormlander		Simon	Toyne			
A Storm of Swords	447	Samwell II	Samwell Tarly	Nicknamed, The Smiling Knight	M	H	?	Around 281 AC	?	Ser	?			The Smiling Knight	
A Storm of Swords	447	Samwell II	Samwell Tarly	Oswyn, Oswyn Longneck the Thrice-Hanged	M	U	?		?		Oswyn			Oswyn Longneck the Thrice-Hanged	
A Storm of Swords	447	Samwell II	Samwell Tarly	Wenda, The White Fawn	F	U	?		?		Wenda			The White Fawn	
A Storm of Swords	449	Samwell II	Samwell Tarly	Bill, Muttering Bill	M	D	?	300 AC	?		Bill			Muttering Bill	
A Storm of Swords	449	Samwell II	Samwell Tarly	Garth, Greyfeather	M	D	?	300 AC	?		Garth			Greyfeather	
A Storm of Swords	452	Samwell II	Samwell Tarly	Nicknamed Monster, the son of Gilly	M	B	299 AC		Free Folk		?			The little monster, Monster, the monster, the abomination	
A Storm of Swords	456	Samwell II	Samwell Tarly	Oss, Orphan Oss	M	D	?	300 AC	?		Oss			Orphan Oss	
A Storm of Swords	466	Arya VI	Arya Stark	Goodman Beck	M	D	?	299 AC	Rivermen	Goodman	Beck				
A Storm of Swords	466	Arya VI	Arya Stark	Mudge of Donnelwood	M	D	?	298 or 299 AC	Rivermen		Mudge			The miller's son	
A Storm of Swords	466	Arya VI	Arya Stark	Merriman	M	U	?		Rivermen		Merriman				
A Storm of Swords	466	Arya VI	Arya Stark	Ser Andrey Charlton	M	D	?	298 or 299 AC	Rivermen	Ser	Andrey	Charlton			
A Storm of Swords	466	Arya VI	Arya Stark	Lucas Roote	M	D	?	298 or 299 AC	Rivermen	Squire	Lucas	Roote			
A Storm of Swords	466	Arya VI	Arya Stark	Joth, Quickbow	M	D	?	298 or 299 AC	Rivermen		Joth			Quickbow	
A Storm of Swords	466	Arya VI	Arya Stark	Matt, Little Matt	M	D	?	298 or 299 AC	Rivermen		Matt			Little Matt	
A Storm of Swords	466	Arya VI	Arya Stark	Randa, sister of Matt	F	D	?	298 or 299 AC	Rivermen		Randa				
A Storm of Swords	466	Arya VI	Arya Stark	Ryn, Anvil Ryn	M	D	?	298 or 299 AC	Rivermen		Ryn			Anvil Ryn	
A Storm of Swords	466	Arya VI	Arya Stark	Ser Ormond	M	D	?	299 AC	Rivermen	Ser	Ormond				
A Storm of Swords	466	Arya VI	Arya Stark	Ser Dudley	M	D	?	298 or 299 AC	Rivermen	Ser	Dudley				
A Storm of Swords	466	Arya VI	Arya Stark	Pate, Of Mory	M	D	?	298 or 299 AC	Rivermen		Pate			Of Mory	
A Storm of Swords	466	Arya VI	Arya Stark	Pate, Of Lancewood	M	D	?	298 or 299 AC	Rivermen		Pate			Of Lancewood	
A Storm of Swords	466	Arya VI	Arya Stark	Old Pate	M	D	?	298 or 299 AC	Rivermen		Pate			Old Pate	
A Storm of Swords	466	Arya VI	Arya Stark	Pate, Of Shermer's Grove	M	D	?	298 or 299 AC	Rivermen		Pate			Of Shermer's Grove	
A Storm of Swords	466	Arya VI	Arya Stark	Wyl, Blind Wyl the Whittler	M	D	?	298 or 299 AC	Rivermen		Wyl			Blind Wyl the Whittler	
A Storm of Swords	466	Arya VI	Arya Stark	Goodwife Maerie	F	D	?	298 or 299 AC	Rivermen	Goodwife	Maerie				
A Storm of Swords	466	Arya VI	Arya Stark	Maerie, The Whore	F	D	?	299 AC	Rivermen		Maerie			The Whore	
A Storm of Swords	466	Arya VI	Arya Stark	Becca, The Baker	F	D	?	298 or 299 AC	Rivermen		Becca			The Baker	
A Storm of Swords	466	Arya VI	Arya Stark	Harry Rivers, Bastard of Bracken	M	D	?	299 AC	Rivermen		Harry	Rivers		Bastard of Bracken	
A Storm of Swords	466	Arya VI	Arya Stark	Will, Fletcher Will	M	D	?	298 or 299 AC	Rivermen		Will			Fletcher Will	
A Storm of Swords	466	Arya VI	Arya Stark	Harsley	M	D	?	299 AC	Rivermen		Harsley				
A Storm of Swords	466	Arya VI	Arya Stark	Goodwife Nolla	F	D	?	298 or 299 AC	Rivermen	Goodwife	Nolla				
A Storm of Swords	469	Arya VI	Arya Stark	Dennet, of the Brotherhood without Banners	M	A	?		?		Dennet			Dennett, Of the Brotherhood without Banners	
A Storm of Swords	469	Arya VI	Arya Stark	Kyle, Of the Brotherhood without Banners	M	D	?	299 AC	?		Kyle			Of the Brotherhood without Banners	
A Storm of Swords	472	Arya VI	Arya Stark	Melly, Of the Brotherhood without Banners	F	A	?		?		Melly			Of the Brotherhood without Banners	
A Storm of Swords	492	Davos IV	Davos Seaworth	Daemon I Blackfyre	M	H	170 AC	196 AC	Crownlander	King (claimant), Ser	Daemon	Blackfyre	Waters	Daemon Waters, The Black Dragon, The King Who Bore the Sword, The Pretender	I
A Storm of Swords	492	Davos IV	Davos Seaworth	Ser Terrence Toyne	M	H	?	178 AC	Stormlander	Ser	Terrence	Toyne			
A Storm of Swords	492	Davos IV	Davos Seaworth	Nicknamed, The Vulture King (II), in 206 AC	M	H	?	206 AC	Dornishmen		?			The Vulture King	
A Storm of Swords	492	Davos IV	Davos Seaworth	Grand Maester Hareth	M	H	?	?	?	Grand Maester	Hareth				
A Storm of Swords	499	Davos IV	Davos Seaworth	Lord Monterys Velaryon	M	A	293 AC		Crownlander	Lord	Monterys	Velaryon			
A Storm of Swords	499	Davos IV	Davos Seaworth	Ser Gilbert Farring	M	A	?		Crownlander	Ser, Castellan	Gilbert	Farring			
A Storm of Swords	499	Davos IV	Davos Seaworth	Lord Lester Morrigen	M	A	?		Stormlander	Lord	Lester	Morrigen			
A Storm of Swords	499	Davos IV	Davos Seaworth	Ser Rolland Storm, The Bastard of Nightsong	M	U	?		Stormlander	Ser, Castellan, Lord (claimant)	Rolland	Storm		The Bastard of Nightsong	
A Storm of Swords	499	Davos IV	Davos Seaworth	Lord Lucos Chyttering, Little Lucos	M	A	283 AC		Crownlander	Lord	Lucos	Chyttering		Little Lucos	
A Storm of Swords	505	Jaime V	Jaime Lannister	Ser Jonothor Darry, Jon Darry	M	H	?	283 AC	Rivermen	Ser	Jonothor	Darry		Jon Darry	
A Storm of Swords	506	Jaime V	Jaime Lannister	Wisdom Belis	M	H	?	283 AC	Crownlander	Wisdom	Belis				
A Storm of Swords	506	Jaime V	Jaime Lannister	Wisdom Garigus	M	H	?	283 AC	Crownlander	Wisdom	Garigus				
A Storm of Swords	521	Tyrion V	Tyrion Lannister	Ser Deziel Dalt, The Knight of Lemonwood	M	A	?		Dornishmen	Ser	Deziel	Dalt		The Knight of Lemonwood	
A Storm of Swords	521	Tyrion V	Tyrion Lannister	Lord Tremond Gargalen	M	A	?		Dornishmen	Lord	Tremond	Gargalen			
A Storm of Swords	521	Tyrion V	Tyrion Lannister	Lord Harmen Uller	M	A	?		Dornishmen	Lord	Harmen	Uller			
A Storm of Swords	521	Tyrion V	Tyrion Lannister	Ser Ulwyck Uller	M	A	?		Dornishmen	Ser	Ulwyck	Uller			
A Storm of Swords	521	Tyrion V	Tyrion Lannister	Ser Ryon Allyrion	M	A	?		Dornishmen	Ser	Ryon	Allyrion			
A Storm of Swords	521	Tyrion V	Tyrion Lannister	Ser Daemon Sand, Bastard of Godsgrace	M	A	275 or 276 AC		Dornishmen	Ser, Squire	Daemon	Sand		Bastard of Godsgrace	
A Storm of Swords	521	Tyrion V	Tyrion Lannister	Lord Dagos Manwoody	M	A	?		Dornishmen	Lord	Dagos	Manwoody			
A Storm of Swords	521	Tyrion V	Tyrion Lannister	Ser Myles Manwoody	M	A	?		Dornishmen	Ser	Myles	Manwoody			
A Storm of Swords	521	Tyrion V	Tyrion Lannister	Mors Manwoody	M	A	?		Dornishmen		Mors	Manwoody			
A Storm of Swords	521	Tyrion V	Tyrion Lannister	Dickon Manwoody	M	A	?		Dornishmen		Dickon	Manwoody			
A Storm of Swords	521	Tyrion V	Tyrion Lannister	Ser Arron Qorgyle	M	A	?		Dornishmen	Ser	Arron	Qorgyle			
A Storm of Swords	521	Tyrion V	Tyrion Lannister	Myria Jordayne	F	A	?		Dornishmen		Myria	Jordayne			
A Storm of Swords	521	Tyrion V	Tyrion Lannister	Lady Larra Blackmont	F	A	?		Dornishmen	Lady	Larra	Blackmont			
A Storm of Swords	521	Tyrion V	Tyrion Lannister	Jynessa Blackmont	F	A	?		Dornishmen		Jynessa	Blackmont			
A Storm of Swords	521	Tyrion V	Tyrion Lannister	Ellaria Sand	F	A	?		Dornishmen		Ellaria	Sand		The serpent's whore	
A Storm of Swords	522	Tyrion V	Tyrion Lannister	Ser Merlon Crakehall	M	A	?		Westermen	Ser	Merlon	Crakehall			
A Storm of Swords	522	Tyrion V	Tyrion Lannister	Lord Edgar Yronwood, Old Lord Yronwood	M	H	?	273 - 275 AC	Dornishmen	Lord	Edgar	Yronwood		Old Lord Yronwood	
A Storm of Swords	528	Tyrion V	Tyrion Lannister	Lord Leo Tyrell, Longthorn	M	H	?	211 AC or after	Reachmen	Lord	Leo	Tyrell		Longthorn	
A Storm of Swords	530	Arya VII	Arya Stark	Notch	M	A	?		?		Notch				
A Storm of Swords	530	Arya VII	Arya Stark	Dick, Beardless Dick	M	A	?		Rivermen		Dick			Beardless Dick	
A Storm of Swords	530	Arya VII	Arya Stark	Mudge, of the Brotherhood without Banner	M	A	?		?		Mudge			Of the Brotherhood without Banner	
A Storm of Swords	532	Arya VII	Arya Stark	Watty, The Miller	M	A	?		?		Watty			The Miller	
A Storm of Swords	532	Arya VII	Arya Stark	Merrit, Merrit o' Moontown	M	A	?		?		Merrit			Merrit o' Moontown	
A Storm of Swords	536	Arya VII	Arya Stark	Allyria Dayne	F	A	?		Dornishmen		Allyria	Dayne			
A Storm of Swords	538	Arya VII	Arya Stark	"Willum, from the song ""When Willum's Wife Was Wet"""	M	F	?		?		Willum				
A Storm of Swords	540	Arya VII	Arya Stark	Puddingfoot, 1st sentry of the Brotherhood withouth Banner	M	A	?		?		Puddingfoot				
A Storm of Swords	542	Arya VIII	Arya Stark	Jayde	F	A	?		Crownlander		Jayde				
A Storm of Swords	544	Arya VII	Arya Stark	Luke, Likely Luke	M	A	?		?		Luke			Likely Luke	
A Storm of Swords	546	Bran III	Bran Stark	Queen Alysanne Targaryen        	F	H	36 AC	99 or 100 AC	Crownlander	Queen	Alysanne	Targaryen		Good Queen Alysanne	
A Storm of Swords	559	Jon V	Jon Snow	Big Boil	M	A	?		Free Folk		Big Boil				
A Storm of Swords	559	Jon V	Jon Snow	Dan, Hempen Dan	M	A	?		Free Folk		Dan			Hempen Dan	
A Storm of Swords	561	Jon V	Jon Snow	Dick Follard, Deaf Dick Follard	M	D	?	299 AC	Crownlander		Dick	Follard		Deaf Dick Follard	
A Storm of Swords	561	Jon V	Jon Snow	Ser Wynton Stout	M	A	219 AC or before		Northmen	Ser, Castellan	Wynton	Stout			
A Storm of Swords	562	Jon V	Jon Snow	Quort	M	D	285 - 287 AC	299 AC	Free Folk		Quort				
A Storm of Swords	562	Jon V	Jon Snow	Bodger	M	D	?	299 AC	Free Folk		Bodger				
